NewsDesk,SectionName,SubsectionName,Headline,Snippet,Abstract,WordCount,PubDate,UniqueID,Weekday,DayofMonth,Time
Business,Business Day,Dealbook,Family That Controls Sika Looks to Replace Directors Who Opposed Sale,The Burkard family wants to replace Sikas chairman and two other directors after they opposed the familys bid to sell its controlling stake in Sika to the French conglomerate Saint-Gobain.,The Burkard family wants to replace Sikas chairman and two other directors after they opposed the familys bid to sell its controlling stake in Sika to the French conglomerate Saint-Gobain.,450,10-12-2014 07:05,7297,4,10,7
Business,Business Day,Small Business,How Jimmy Beans Wool Is Learning to Use Instagram,"As for driving revenue on the app, the company has set no goals. What it wants is to inspire loves and comments from its growing number of followers.","As for driving revenue on the app, the company has set no goals. What it wants is to inspire loves and comments from its growing number of followers.",925,10-12-2014 07:00,7298,4,10,7
Metro,N.Y. / Region,,New York Today: A Saint's Books in Brooklyn,"Wednesday: The St. Francis of Assisi manuscripts at Borough Hall, rain turns to snow, and female firefighters rally at City Hall.","Wednesday: The St. Francis of Assisi manuscripts at Borough Hall, rain turns to snow, and female firefighters rally at City Hall.",925,10-12-2014 06:06,7299,4,10,6
Business,Business Day,Dealbook,Support Grows for Qatari-Led Bid for Owner of Canary Wharf,"The Qatar Investment Fund and Brookfield Property Partners said EMS Capital had sent a nonbinding letter indicating it intended to accept their hostile bid for Songbird Estates, which has a controlling stake in the Canary Wharf Group.","The Qatar Investment Fund and Brookfield Property Partners said EMS Capital had sent a nonbinding letter indicating it intended to accept their hostile bid for Songbird Estates, which has a controlling stake in the Canary Wharf Group.",359,10-12-2014 06:01,7300,4,10,6
,U.S.,Education,What Organizations Do You Think People Should Give to This Holiday Season? Why?,"Each December, Nicholas Kristof, a New York Times Op-Ed columnist, lists some organizations around the world that are doing wonderful work, and suggests giving to them might make inspiring gifts.","Each December, Nicholas Kristof, a New York Times Op-Ed columnist, lists some organizations around the world that are doing wonderful work, and suggests giving to them might make inspiring gifts.",435,10-12-2014 05:02,7301,4,10,5
,Multimedia,,Staging a Dhallywood Spectacle,"A Bangladeshi photographer searching for a new narrative discovered the garish, colorful word of Bengali cinema in Dhaka.","A Bangladeshi photographer searching for a new narrative discovered the garish, colorful word of Bengali cinema in Dhaka.",740,10-12-2014 05:00,7302,4,10,5
,U.S.,Education,6 Q's About the News | Senate Torture Report Faults C.I.A. for Brutality and Deceit ,"Note to teachers: Please preview this edition of 6 Qs before you assign it to students, as both the article and our questions concern methods of torture.","Note to teachers: Please preview this edition of 6 Qs before you assign it to students, as both the article and our questions concern methods of torture.",316,10-12-2014 04:58,7303,4,10,4
Business,Business Day,Dealbook,Standard Chartered Agrees to 3-Year Extension of Nonprosecution Agreements,The British bank said it was cooperating with an ongoing U.S. sanctions-related investigation and that the extension was needed for prosecutors to determine whether any violations had occurred.,The British bank said it was cooperating with an ongoing U.S. sanctions-related investigation and that the extension was needed for prosecutors to determine whether any violations had occurred.,509,10-12-2014 04:53,7304,4,10,4
,U.S.,Education,Test Yourself | College E-Sports,"Here are the first seven paragraphs of a Dec. 8 article, E-Sports at College, With Stars and Scholarships. Can you choose the best word for each blank?","Here are the first seven paragraphs of a Dec. 8 article, E-Sports at College, With Stars and Scholarships. Can you choose the best word for each blank?",45,10-12-2014 04:35,7305,4,10,4
,U.S.,Education,Word of the Day | impassable,This word has appeared in 38 New York Times articles in the past year.,This word has appeared in 38 New York Times articles in the past year.,194,10-12-2014 00:02,7306,4,10,0
OpEd,,,Oregon Moves Toward Girding Schools Against an Inevitable Great Quake,Some money appears poised to flow to buttress schools in Oregon against an inevitable great earthquake.,Some money appears poised to flow to buttress schools in Oregon against an inevitable great earthquake.,791,11-12-2014 23:23,7307,5,11,23
,Crosswords/Games,,At the Top of the Order,Friday crunchiness from Evan Birnholz.,Friday crunchiness from Evan Birnholz.,620,11-12-2014 22:00,7308,5,11,22
,,,Spending Bill Passes House With Democratic Support,[Photo: View on Instagram.],,4,11-12-2014 21:42,7309,5,11,21
,,,Funding Bill Hangs in Balance as House Votes,[Photo: View on Instagram.],,10,11-12-2014 21:27,7310,5,11,21
Business,Business Day,Dealbook,Some Accused of Insider Trading May Rethink Their Guilty Pleas ,"After two convictions were overturned, some now believe that of Michael Steinberg, formerly of SAC Capital Advisors, may also be reversed.","After two convictions were overturned, some now believe that of Michael Steinberg, formerly of SAC Capital Advisors, may also be reversed.",744,11-12-2014 21:11,7311,5,11,21
,Business Day,Dealbook,Mutual Fund Industry May Face New Rules,"Mary Jo White, chairwoman of the S.E.C., said the agency was considering whether to update its liquidity standards for mutual funds.","Mary Jo White, chairwoman of the S.E.C., said the agency was considering whether to update its liquidity standards for mutual funds.",1267,11-12-2014 20:44,7312,5,11,20
Business,Technology,,Mark Zuckerberg Says Secret of His Success Is Making Lots of Mistakes,"The chief executive of Facebook addressed a range of questions in his second town hall discussion with users, like the possibility of a new dislike button and his difficulties saying thank you.","The chief executive of Facebook addressed a range of questions in his second town hall discussion with users, like the possibility of a new dislike button and his difficulties saying thank you.",599,11-12-2014 20:37,7313,5,11,20
OpEd,Opinion,,"Big Ideas in Social Change, 2014",Lots of dedicated people and groups are trying to change the world. What do the most successful ones have in common?,Lots of dedicated people and groups are trying to change the world. What do the most successful ones have in common?,2059,11-12-2014 20:15,7314,5,11,20
,,,House Democrats Vent Frustration With White House,[Photo: View on Instagram.],,10,11-12-2014 18:58,7315,5,11,18
,U.S.,,Racial Bias in Discipline: What If Your Childs School Is Harder on Some Kids Than Others?,"Black parents may want to believe that society has moved on from racial bias, but that belief can undermine their ability to advocate for their children.","Black parents may want to believe that society has moved on from racial bias, but that belief can undermine their ability to advocate for their children.",957,11-12-2014 18:16,7316,5,11,18
Business,Technology,,Chicago and New York Officials Look to Build Uber-Like Apps for Taxis,"Soon, taxi hailing in two American cities could begin to look a lot more like Uber, the popular ride-hailing app.","Soon, taxi hailing in two American cities could begin to look a lot more like Uber, the popular ride-hailing app.",485,11-12-2014 18:14,7317,5,11,18
,Business Day,Dealbook,N.B.A. Commissioner Reiterates Support for Legal Wagering,"Adam Silver, the commissioner of the National Basketball Association, said that with an estimated $400 billion of sports betting already taking place in the United States, it should be regulated.","Adam Silver, the commissioner of the National Basketball Association, said that with an estimated $400 billion of sports betting already taking place in the United States, it should be regulated.",408,11-12-2014 18:09,7318,5,11,18
,Opinion,Room For Debate,A Global Court's Effectiveness,"Should more be done to strengthen the legitimacy of the International Criminal Court, or should it be eliminated?","Should more be done to strengthen the legitimacy of the International Criminal Court, or should it be eliminated?",2269,11-12-2014 18:06,7319,5,11,18
Business,Business Day,Dealbook,DreamWorks Animation Sells Stake in AwesomenessTV,"The deal values the online media company at about $325 million, significantly more than the $33 million that DreamWorks Animation paid for the company last year.","The deal values the online media company at about $325 million, significantly more than the $33 million that DreamWorks Animation paid for the company last year.",385,11-12-2014 18:02,7320,5,11,18
,Arts,,More Management Changes at the Auction House Christies,The new head of Christies announces some management changes at one of the worlds leading auction houses.,The new head of Christies announces some management changes at one of the worlds leading auction houses.,216,11-12-2014 18:01,7321,5,11,18
,Arts,,Oscar S. Schafer Is Elected Chairman of New York Philharmonics Board,"Oscar S. Schafer will succeed the current New York Philharmonic chairman, Gary W. Parr, early next year.","Oscar S. Schafer will succeed the current New York Philharmonic chairman, Gary W. Parr, early next year.",165,11-12-2014 18:00,7322,5,11,18
,Business Day,Dealbook,American Express Chief Ken Chenault Sees Potential in Bitcoins Technology,"Alternative currencies, Mr. Chenault says, are like Napster and iTunes, having the potential to drive industry change.","Alternative currencies, Mr. Chenault says, are like Napster and iTunes, having the potential to drive industry change.",284,11-12-2014 17:53,7323,5,11,17
,Business Day,Dealbook,Stephen Schwarzman Sees Opportunities in Energy,"The Blackstone Group, the private equity giant run by Stephen A. Schwarzman, is almost finished raising a new fund for energy investments that is expected to exceed $4 billion in assets.","The Blackstone Group, the private equity giant run by Stephen A. Schwarzman, is almost finished raising a new fund for energy investments that is expected to exceed $4 billion in assets.",342,11-12-2014 17:45,7324,5,11,17
,Multimedia,,"Dec. 11, 2014  Pictures of the Day","Photos from Afghanistan, the West Bank, Hong Kong and the Philippines.","Photos from Afghanistan, the West Bank, Hong Kong and the Philippines.",17,11-12-2014 17:29,7325,5,11,17
,Arts,,Beverly Johnson Says Bill Cosby Drugged Her,The model Beverly Johnson says she was drugged by Bill Cosby during a visit to his Manhattan home in the 1980s.,The model Beverly Johnson says she was drugged by Bill Cosby during a visit to his Manhattan home in the 1980s.,355,11-12-2014 17:16,7326,5,11,17
,,,Surreal Depictions of the Denizens of Las Vegas,"The photographer Arne Svenson created portraits of passerby along a busy, blank white construction wall in the city.","The photographer Arne Svenson created portraits of passerby along a busy, blank white construction wall in the city.",214,11-12-2014 17:00,7327,5,11,17
,Travel,,Stylish Stays in College Towns,Graduate Hotels in college towns focus on local design and dining.,Graduate Hotels in college towns focus on local design and dining.,196,11-12-2014 17:00,7328,5,11,17
,,,Obama Works the Phones to Get Funding Deal Done,President Obama and Vice President Joseph R. Biden Jr. both made calls to Democratic lawmakers on Thursday in an urgent effort to save a $1.1 trillion spending bill that the White House and Republicans say is a worthy compromise.,,192,11-12-2014 16:57,7329,5,11,16
,,,How The Times Prepared for the Torture Report: Editors Notebook,"Bill Hamilton, national security editor in the Washington Bureau, provides a glimpse into The Timess preparations for the Senate Intelligence Committee report on the C.I.A.s harsh interrogation program, which was released earlier this week.","Bill Hamilton, national security editor in the Washington Bureau, provides a glimpse into The Timess preparations for the Senate Intelligence Committee report on the C.I.A.s harsh interrogation program, which was released earlier this week.",749,11-12-2014 16:30,7330,5,11,16
,,,"As Talks Drag On, Budget Office Prepares for Shutdown","Hours before a funding deal deadline that, if missed, could mean a government shutdown, the Office of Management and Budget is preparing for the worst.","Hours before a funding deal deadline that, if missed, could mean a government shutdown, the Office of Management and Budget is preparing for the worst.",119,11-12-2014 16:19,7331,5,11,16
,Business Day,Dealbook,Laurence Fink Says Activist Investing Can Destroy Jobs,The chief of BlackRock said companies should focus on payrolls and new projects rather than corporate maneuvers that activists often support.,The chief of BlackRock said companies should focus on payrolls and new projects rather than corporate maneuvers that activists often support.,416,11-12-2014 16:08,7332,5,11,16
,Technology,,Ciscos Networks Will Analyze Us,The networking giants analysis is good for looking at people in stores or machines in the field. It says more data has to be analyzed on the spot if people are going to react quickly.,The networking giants analysis is good for looking at people in stores or machines in the field. It says more data has to be analyzed on the spot if people are going to react quickly.,465,11-12-2014 16:00,7333,5,11,16
,Business Day,Small Business,Be Skeptical When Hiring an Expert on China,"Careless assumptions about China have sent many Western companies, especially big multinationals, slinking back home.","Careless assumptions about China have sent many Western companies, especially big multinationals, slinking back home.",507,11-12-2014 15:55,7334,5,11,15
,Arts,,MoMA Plans a Yoko Ono Show,"Yoko Ono: One Woman Show, 1960-1971, including 125 of Ms. Onos early installations, audio recordings and works on paper, is to open in May.","Yoko Ono: One Woman Show, 1960-1971, including 125 of Ms. Onos early installations, audio recordings and works on paper, is to open in May.",144,11-12-2014 15:48,7335,5,11,15
,,,Feinstein Takes to Twitter to Rebut Brennan on C.I.A. Interrogation,"Senator Dianne Feinstein, chairwoman of the committee that investigated the C.I.A.s interrogation program, offered a live rebuttal as John O. Brennan, the agencys director, responded to the committees findings.","Senator Dianne Feinstein, chairwoman of the committee that investigated the C.I.A.s interrogation program, offered a live rebuttal as John O. Brennan, the agencys director, responded to the committees findings.",142,11-12-2014 15:31,7336,5,11,15
,,,"For Millennials, Home Might Be a Moving Target",The current economic outlook for young Americans may be changing what home means.,The current economic outlook for young Americans may be changing what home means.,902,11-12-2014 15:23,7337,5,11,15
,Business Day,Dealbook,Eni Suspends Effort to Sell Its Stake in Oil Services Unit,The decline in oil prices is hitting companies that provide services in oil fields particularly hard because their clients are scrambling to cut costs by halting projects and curtailing spending.,The decline in oil prices is hitting companies that provide services in oil fields particularly hard because their clients are scrambling to cut costs by halting projects and curtailing spending.,348,11-12-2014 15:20,7338,5,11,15
,Business Day,Dealbook,Paul Singer Pins Blame on Fed for Income Inequality,"Paul Singer, the head of the $25 billion hedge fund Elliott Management, made no secret of his distaste for the Federal Reserves efforts to keep interest rates low as a way to stimulate the economy.","Paul Singer, the head of the $25 billion hedge fund Elliott Management, made no secret of his distaste for the Federal Reserves efforts to keep interest rates low as a way to stimulate the economy.",261,11-12-2014 15:10,7339,5,11,15
,,,Taschen Revisits A Classic of New Journalism,Norman Mailers 1960 paean to then-presidential candidate John F. Kennedy is the first in the publishers series of special editions of iconic long-form nonfiction from the 1960s and 70s.,Norman Mailers 1960 paean to then-presidential candidate John F. Kennedy is the first in the publishers series of special editions of iconic long-form nonfiction from the 1960s and 70s.,231,11-12-2014 15:00,7340,5,11,15
Business,Business Day,Dealbook,Clearer Limits for Insider Trading Prosecutions ,"A federal court ruling gives Wall Street some much-needed clarity on whats forbidden, and it may curb government excesses, Reynolds Holding of Reuters Breakingviews writes.","A federal court ruling gives Wall Street some much-needed clarity on whats forbidden, and it may curb government excesses, Reynolds Holding of Reuters Breakingviews writes.",409,11-12-2014 14:41,7341,5,11,14
Business,Technology,,Google News to Shut in Spain,Google plans to shut the site in the country in protest of a new law that would force the company and other news aggregators to pay Spanish publishers for the use of their content.,Google plans to shut the site in the country in protest of a new law that would force the company and other news aggregators to pay Spanish publishers for the use of their content.,867,11-12-2014 14:25,7342,5,11,14
Culture,Arts,,Germany Plans to Tighten Regulation of Art and Antiquities Trade,"Germanys top cultural official announced plans for stiffer controls on the trade in art and antiquities, an area in which the nation has been seen as lax.","Germanys top cultural official announced plans for stiffer controls on the trade in art and antiquities, an area in which the nation has been seen as lax.",396,11-12-2014 14:20,7343,5,11,14
OpEd,Opinion,,The Clock's Ticking on Freedom of Information Reform,Will John Boehner bring a FOIA reform bill to a vote?,Will John Boehner bring a FOIA reform bill to a vote?,311,11-12-2014 14:11,7344,5,11,14
,,,A Casualty of the Spending Truce: Official Portraits,A section buried deep within the omnibus spending bill that the House is preparing to vote on prohibits funds for the painting of a portrait of an employee of the federal government.,A section buried deep within the omnibus spending bill that the House is preparing to vote on prohibits funds for the painting of a portrait of an employee of the federal government.,277,11-12-2014 13:52,7345,5,11,13
Business,Business Day,Dealbook,Yield-Hungry Investors Stung in Greece,"Recent losses on Greek bonds underscore the danger of making big, late-to-the-party bets in harder-hit eurozone economies.","Recent losses on Greek bonds underscore the danger of making big, late-to-the-party bets in harder-hit eurozone economies.",572,11-12-2014 13:44,7346,5,11,13
Culture,,,Golden Globes 2015: Jennifer Aniston Skips the Gym,"A no-fitness regimen was part of the actresss preparation; the result was a Golden Globe nod, which she learned about when Justin Theroux passed her the phone.","A no-fitness regimen was part of the actresss preparation; the result was a Golden Globe nod, which she learned about when Justin Theroux passed her the phone.",488,11-12-2014 13:39,7347,5,11,13
TStyle,,,An Online Design Emporium Sets Up Shop in Lower Manhattan,"Whisper Editions, which stocks a rotation of specially crafted items, will open a brick-and-mortar outpost this weekend.","Whisper Editions, which stocks a rotation of specially crafted items, will open a brick-and-mortar outpost this weekend.",302,11-12-2014 13:30,7348,5,11,13
OpEd,Opinion,,"Finally, a News Anchor Challenged the President Over Deportations",Jorge Ramos insisted that the president could have stopped deportations long ago.,Jorge Ramos insisted that the president could have stopped deportations long ago.,454,11-12-2014 13:14,7349,5,11,13
,U.S.,Education,Teaching About Cybersecurity: Taking Steps to Improve Online Safety and Prevent Data Breaches,"In this lesson, students will learn about the extent of cyberattacks just in the past year and the risks they pose for companies, governments and individuals.","In this lesson, students will learn about the extent of cyberattacks just in the past year and the risks they pose for companies, governments and individuals.",1404,11-12-2014 13:12,7350,5,11,13
,,,The Times on Mars,"David Corcoran, the editor of Science Times, details how the special section dedicated entirely to exploring Mars came together.","David Corcoran, the editor of Science Times, details how the special section dedicated entirely to exploring Mars came together.",545,11-12-2014 13:09,7351,5,11,13
Culture,Arts,,Auction of Neal Cassady's Long-Lost Letter to Jack Kerouac Is Suspended,"A 16,000-word letter that inspired Kerouac to rewrite On the Road is the subject of rival claims.","A 16,000-word letter that inspired Kerouac to rewrite On the Road is the subject of rival claims.",259,11-12-2014 13:07,7352,5,11,13
,,,'Santa' May Have Saved the Spending Bill,"Representative Kerry Bentivolio is famous in Congress for impersonating Santa Claus, and on Thursday he may have saved Christmas.","Representative Kerry Bentivolio is famous in Congress for impersonating Santa Claus, and on Thursday he may have saved Christmas.",217,11-12-2014 13:05,7353,5,11,13
Business,Business Day,Small Business,Today in Small Business: The Best Start-Ups of 2014,Why one business owner thinks Shark Tank is terrible for businesses. There will be no Internet sales tax for another year. And nine reasons business owners hate the holidays.,Why one business owner thinks Shark Tank is terrible for businesses. There will be no Internet sales tax for another year. And nine reasons business owners hate the holidays.,667,11-12-2014 12:41,7354,5,11,12
OpEd,Opinion,,A Poetry Contest About Race,"Do you fancy yourself a poet? Submit your poem about race, and Ill run the best ones in my column or in a new blog post.","Do you fancy yourself a poet? Submit your poem about race, and Ill run the best ones in my column or in a new blog post.",151,11-12-2014 12:40,7355,5,11,12
Business,Technology,,G.E. Teams Up With SoftBank in Big Data Business,"The industrial giant, with a $1 billion big data business, is in a partnership with the Japanese Internet company that could turn G.E. analytics into a service for other businesses.","The industrial giant, with a $1 billion big data business, is in a partnership with the Japanese Internet company that could turn G.E. analytics into a service for other businesses.",465,11-12-2014 12:40,7356,5,11,12
Styles,U.S.,,Finding an Overnight Camp That's Truly Worth It,"Its camp application season. Youll want to ask baseline questions about food, safety, staff training and facilities, but what you really want to know is this: Is this a camp that changes lives?","Its camp application season. Youll want to ask baseline questions about food, safety, staff training and facilities, but what you really want to know is this: Is this a camp that changes lives?",942,11-12-2014 12:33,7357,5,11,12
Culture,,,Golden Globes 2015: Patricia Arquette Multitasks,The actress was wrapping gifts and taking congratulatory calls at the same time.,The actress was wrapping gifts and taking congratulatory calls at the same time.,389,11-12-2014 12:24,7358,5,11,12
Business,Technology,,Verizon Says Investment Will Be Unaffected by Net Neutrality Policy,"Francis J. Shammo, Verizons chief financial officer, said the company planned to continue to invest in its FiOS fiber-optic network and its wireless systems regardless of the outcome of the broadband debate.","Francis J. Shammo, Verizons chief financial officer, said the company planned to continue to invest in its FiOS fiber-optic network and its wireless systems regardless of the outcome of the broadband debate.",452,11-12-2014 12:18,7359,5,11,12
Culture,Arts,,Paul Thomas Anderson Narrates a Sequence From 'Inherent Vice',The director discusses a scene from his film featuring Joaquin Phoenix and Jefferson Mays.,The director discusses a scene from his film featuring Joaquin Phoenix and Jefferson Mays.,47,11-12-2014 12:17,7360,5,11,12
Foreign,,,1964 Strikes Paralyze France,Highlights from the International Herald Tribune archives: 1964 Nationwide Strikes Paralyze France,Highlights from the International Herald Tribune archives: 1964 Nationwide Strikes Paralyze France,122,11-12-2014 12:09,7361,5,11,12
Business,Business Day,Dealbook,Blankfein Pushes Back Against Rancor Directed at Wall Street,"Lloyd C. Blankfein, Goldman Sachss chief executive, addressed the antagonism that has been coming out of Washington.","Lloyd C. Blankfein, Goldman Sachss chief executive, addressed the antagonism that has been coming out of Washington.",368,11-12-2014 12:07,7362,5,11,12
Business,Business Day,Dealbook,Shares of Lending Club Jump on Trading Debut,The impressive debut augurs well for an industry the company helped pioneer: peer-to-peer lending.,The impressive debut augurs well for an industry the company helped pioneer: peer-to-peer lending.,296,11-12-2014 12:03,7363,5,11,12
,,,First Draft Focus: Three Wise Men,,,0,11-12-2014 12:01,7364,5,11,12
Business,Business Day,Dealbook,10 Wall Street Firms Fined Over Conflicts in Toys 'R' Us I.P.O.,"Finra fined the firms $43.5 million, saying they implicitly or explicitly offered favorable research coverage in return for a role in a planned I.P.O.","Finra fined the firms $43.5 million, saying they implicitly or explicitly offered favorable research coverage in return for a role in a planned I.P.O.",597,11-12-2014 11:56,7365,5,11,11
Culture,Arts,,Malloy's 'Ghost Quartet' to Play in Chelsea's McKittrick Hotel,"The song cycle by Dave Molloy, which had a successful run in Brooklyn, will be performed in January.","The song cycle by Dave Molloy, which had a successful run in Brooklyn, will be performed in January.",169,11-12-2014 11:50,7366,5,11,11
Business,Technology,,European Antitrust Regulators Ask for More Information in Google Investigation,"Margrethe Vestager, the European Unions competition commissioner, said there was a need to update information in the case.","Margrethe Vestager, the European Unions competition commissioner, said there was a need to update information in the case.",461,11-12-2014 11:48,7367,5,11,11
,,,Verbatim: The People's Priorities,,,48,11-12-2014 11:44,7368,5,11,11
Business,Business Day,Dealbook,Bridgewater's Ray Dalio Says Taping Employees Has Legal Benefits,"Tape recording employee conversations  and playing them back to them  may have helped insulate Bridgewater from frivolous lawsuits, Mr. Dalio says.","Tape recording employee conversations  and playing them back to them  may have helped insulate Bridgewater from frivolous lawsuits, Mr. Dalio says.",212,11-12-2014 11:43,7369,5,11,11
Culture,Arts,,Chairman of Met Museum's Drawings and Print Department to Step Down,George R. Goldner will become a private art adviser after 21 years heading the department. Nadine M. Orensteinhas been named to succeed him.,George R. Goldner will become a private art adviser after 21 years heading the department. Nadine M. Orensteinhas been named to succeed him.,275,11-12-2014 11:35,7370,5,11,11
TStyle,,,Gold-Flecked Nails for the Holiday Season,Guerlains limited-edition top coat lends an artistic sensibility to seasonal manicures.,Guerlains limited-edition top coat lends an artistic sensibility to seasonal manicures.,108,11-12-2014 11:30,7371,5,11,11
Travel,Travel,,Now Playing: Lego the Cruise,MSC Cruises will have Lego play areas on three of its ships.,MSC Cruises will have Lego play areas on three of its ships.,184,11-12-2014 11:29,7372,5,11,11
Culture,,,Golden Globes 2015: Julianne Moore Waited and Cleaned,"The actress, who received two nominations, said she was stunned that a movie she shot in March was already up for awards.","The actress, who received two nominations, said she was stunned that a movie she shot in March was already up for awards.",304,11-12-2014 11:11,7373,5,11,11
Culture,,,"Golden Globes 2015: David Oyelowo and Ava DuVernay, Jumping for Joy",The Selma star says he wouldnt have cast himself in the role of the Rev. Dr. Martin Luther King Jr.,The Selma star says he wouldnt have cast himself in the role of the Rev. Dr. Martin Luther King Jr.,405,11-12-2014 10:59,7374,5,11,10
Science,Health,, The Punishing Cost of Cancer Care,"As the price of chemotherapy now routinely reaches $100,000 for a full treatment course, my patients are forced more and more into making the equivalent of Sophies Choice when it comes to treating their cancer.","As the price of chemotherapy now routinely reaches $100,000 for a full treatment course, my patients are forced more and more into making the equivalent of Sophies Choice when it comes to treating their cancer.",663,11-12-2014 10:58,7375,5,11,10
,,,What the Supreme Courts Amazon Decision Means,"To some, the courts ruling in favor of a temp agency that staffs Amazon warehouses signals a big problem with labor law.","To some, the courts ruling in favor of a temp agency that staffs Amazon warehouses signals a big problem with labor law.",718,11-12-2014 10:19,7376,5,11,10
,,,Enthusiasm on Tap at the Beer Mile ,"While reporting on the first beer mile world championships, Lindsay Crouse found serious athletes gleefully recounting strategies that included stomach stretching and chugging time trials.","While reporting on the first beer mile world championships, Lindsay Crouse found serious athletes gleefully recounting strategies that included stomach stretching and chugging time trials.",719,11-12-2014 10:15,7377,5,11,10
Culture,Arts,,J. K. Rowling's Detective Novels Set for BBC Series,"The Cuckoos Calling and The Silkworm, written under the alias Robert Galbraith and featuring a one-legged former military police investigator, will form the basis of the TV adaptation.","The Cuckoos Calling and The Silkworm, written under the alias Robert Galbraith and featuring a one-legged former military police investigator, will form the basis of the TV adaptation.",272,11-12-2014 10:10,7378,5,11,10
Business,Business Day,Dealbook,"Administration Stands Behind Treasury Nominee, Secretary Lew Says","Were going to continue to press his nomination forward, Treasury Secretary Jacob J. Lew said. He also spoke about corporate taxes and sanctions on Russia.","Were going to continue to press his nomination forward, Treasury Secretary Jacob J. Lew said. He also spoke about corporate taxes and sanctions on Russia.",674,11-12-2014 10:03,7379,5,11,10
Foreign,World,,"In an Amputee Clinic, Putting on a Happy Face","Adele Levine, a former physical therapist in the amputee clinic at Walter Reed, writes that caring for wounded soldiers at the height of the Iraq and Afghan wars felt overwhelming at times. But she says clinic life was also happy, and surprisingly,...","Adele Levine, a former physical therapist in the amputee clinic at Walter Reed, writes that caring for wounded soldiers at the height of the Iraq and Afghan wars felt overwhelming at times. But she says clinic life was also happy, and surprisingly, funny.",1054,11-12-2014 10:00,7380,5,11,10
Culture,,,Golden Globes 2015: 'Selma' Gets a Lift; a Setback for 'Unbroken',The more diverse lineup was among the surprises in the nominations; the snubs included Angelina Jolie and Clint Eastwood.,The more diverse lineup was among the surprises in the nominations; the snubs included Angelina Jolie and Clint Eastwood.,398,11-12-2014 10:00,7381,5,11,10
Styles,U.S.,,"A Photo of a Stillborn Baby, Proof of Life, and Grief and Memory","When my brother, a writer, put a stillbirth into his last novel, the scene was a gift to me, a way of making public what had been my too-private loss.","When my brother, a writer, put a stillbirth into his last novel, the scene was a gift to me, a way of making public what had been my too-private loss.",740,11-12-2014 09:38,7382,5,11,9
Foreign,,,1939: Greatest Opera Fears Eviction ,Highlights from the International Herald Tribune archives: 1939 The Metropolitan Opera fears eviction,Highlights from the International Herald Tribune archives: 1939 The Metropolitan Opera fears eviction,122,11-12-2014 09:37,7383,5,11,9
Culture,,,Golden Globes 2015: Freshman TV Shows Fare Well,"True Detective, Fargo and Jane the Virgin are among the new titles making appearances in the nominations.","True Detective, Fargo and Jane the Virgin are among the new titles making appearances in the nominations.",464,11-12-2014 09:30,7384,5,11,9
TStyle,,,The Daily Gift: A Supple Leather Portfolio,"Each day until Christmas, the editors of T share a new holiday gift idea.","Each day until Christmas, the editors of T share a new holiday gift idea.",69,11-12-2014 09:00,7385,5,11,9
Styles,,,Valentino Brings Couture to New York,Maria Grazia Chiuri and Pierpaolo Piccioli recently unveiled a Fifth Avenue flagship by creating a 47-piece couture collection in its honor and bringing the show to Manhattan.,Maria Grazia Chiuri and Pierpaolo Piccioli recently unveiled a Fifth Avenue flagship by creating a 47-piece couture collection in its honor and bringing the show to Manhattan.,739,11-12-2014 08:58,7386,5,11,8
Business,Business Day,Dealbook,Bank of England Aims for More Timely Disclosure,Britains central bank said it would start publishing the minutes of its monetary policy meetings and its inflation report when the decisions were made.,Britains central bank said it would start publishing the minutes of its monetary policy meetings and its inflation report when the decisions were made.,755,11-12-2014 08:49,7387,5,11,8
,U.S.,Education,Throwback Thursday | The Death of John Lennon,"The Beatles united a generation of young people with their songs, their attitudes and their sense of style, and John Lennon was the thinking mans Beatle, begins his 1980 obituary.","The Beatles united a generation of young people with their songs, their attitudes and their sense of style, and John Lennon was the thinking mans Beatle, begins his 1980 obituary.",431,11-12-2014 08:35,7388,5,11,8
Metro,N.Y. / Region,,Five Subway Haiku ,"Metropolitan Diary: In 17 syllables, the swiping, crowding, screeching, occasional silences and different moods experienced by underground riders.","Metropolitan Diary: In 17 syllables, the swiping, crowding, screeching, occasional silences and different moods experienced by underground riders.",72,11-12-2014 08:30,7389,5,11,8
Culture,,,"Golden Globes 2015 Nominations: 'Birdman,' 'Boyhood' and 'Fargo' Lead the Pack","Birdman, The Imitation Game and Boyhood solidified their positions as movie awards front-runners. Fargo, the FX adaptation of the film, was the most-nominated television show.","Birdman, The Imitation Game and Boyhood solidified their positions as movie awards front-runners. Fargo, the FX adaptation of the film, was the most-nominated television show.",1743,11-12-2014 08:28,7390,5,11,8
,,,Daily Clip Report,"Good morning. Here is Daily Clip Report, a collection of articles about The Times and the media sent by email each morning to senior executives and newsroom editors. The email is produced by the Corporate Communications Department at The Times.","Good morning. Here is Daily Clip Report, a collection of articles about The Times and the media sent by email each morning to senior executives and newsroom editors. The email is produced by the Corporate Communications Department at The Times.",202,11-12-2014 08:17,7391,5,11,8
Culture,Arts,,New Season at Baryshnikov Arts Center,"Several of the performances are co-productions with other festivals, including the season opener, Begin Again, by the Seattle-based creative team zoe/juniper.","Several of the performances are co-productions with other festivals, including the season opener, Begin Again, by the Seattle-based creative team zoe/juniper.",164,11-12-2014 08:00,7392,5,11,8
